Epoch: 01, Loss: 0.6746, Train: 55.23%, Test: 56.15%
Epoch: 02, Loss: 0.6609, Train: 56.73%, Test: 58.55%
Epoch: 03, Loss: 0.6695, Train: 58.78%, Test: 59.25%
Epoch: 04, Loss: 0.6717, Train: 60.24%, Test: 59.25%
Epoch: 05, Loss: 0.6664, Train: 61.26%, Test: 61.95%
Epoch: 06, Loss: 0.6864, Train: 62.84%, Test: 61.95%
Epoch: 07, Loss: 0.6275, Train: 63.78%, Test: 63.30%
Epoch: 08, Loss: 0.6210, Train: 64.79%, Test: 64.35%
Epoch: 09, Loss: 0.6322, Train: 66.20%, Test: 64.35%
Epoch: 10, Loss: 0.6128, Train: 66.89%, Test: 64.85%
Epoch: 11, Loss: 0.5799, Train: 67.33%, Test: 65.30%
Epoch: 12, Loss: 0.6774, Train: 68.96%, Test: 66.05%
Epoch: 13, Loss: 0.6222, Train: 69.72%, Test: 67.35%
Epoch: 14, Loss: 0.5777, Train: 70.22%, Test: 67.25%
Epoch: 15, Loss: 0.6836, Train: 70.49%, Test: 67.60%
Epoch: 16, Loss: 0.5713, Train: 71.26%, Test: 68.00%
Epoch: 17, Loss: 0.6149, Train: 71.65%, Test: 69.80%
Epoch: 18, Loss: 0.5062, Train: 72.23%, Test: 69.05%
Epoch: 19, Loss: 0.5522, Train: 73.06%, Test: 69.45%
Epoch: 20, Loss: 0.5627, Train: 73.49%, Test: 69.40%
Epoch: 21, Loss: 0.5356, Train: 74.11%, Test: 70.00%
Epoch: 22, Loss: 0.6925, Train: 74.48%, Test: 69.35%
Epoch: 23, Loss: 0.5219, Train: 74.69%, Test: 70.20%
Epoch: 24, Loss: 0.5618, Train: 75.28%, Test: 70.05%
Epoch: 25, Loss: 0.5777, Train: 75.61%, Test: 70.05%
Epoch: 26, Loss: 0.6202, Train: 76.19%, Test: 69.80%
Epoch: 27, Loss: 0.6092, Train: 76.10%, Test: 70.65%
Epoch: 28, Loss: 0.5442, Train: 76.43%, Test: 70.50%
Epoch: 29, Loss: 0.5368, Train: 77.06%, Test: 70.65%
Epoch: 30, Loss: 0.5135, Train: 76.90%, Test: 70.10%
Epoch: 31, Loss: 0.5729, Train: 77.21%, Test: 71.85%
Epoch: 32, Loss: 0.4855, Train: 77.73%, Test: 70.80%
Epoch: 33, Loss: 0.5679, Train: 78.04%, Test: 70.50%
Epoch: 34, Loss: 0.5073, Train: 77.99%, Test: 71.15%
Epoch: 35, Loss: 0.6243, Train: 78.63%, Test: 71.60%
Epoch: 36, Loss: 0.6236, Train: 78.79%, Test: 71.95%
Epoch: 37, Loss: 0.5387, Train: 79.03%, Test: 71.80%
Epoch: 38, Loss: 0.5805, Train: 79.24%, Test: 71.75%
Epoch: 39, Loss: 0.5390, Train: 79.53%, Test: 72.15%
Epoch: 40, Loss: 0.6008, Train: 79.85%, Test: 72.00%
Epoch: 41, Loss: 0.5522, Train: 79.65%, Test: 71.60%
Epoch: 42, Loss: 0.5844, Train: 80.09%, Test: 72.50%
Epoch: 43, Loss: 0.5956, Train: 79.89%, Test: 72.05%
Epoch: 44, Loss: 0.5159, Train: 80.40%, Test: 71.75%
Epoch: 45, Loss: 0.6295, Train: 80.54%, Test: 72.15%
Epoch: 46, Loss: 0.4333, Train: 80.69%, Test: 72.15%
Epoch: 47, Loss: 0.4866, Train: 80.90%, Test: 72.70%
Epoch: 48, Loss: 0.4972, Train: 81.08%, Test: 72.40%
Epoch: 49, Loss: 0.5174, Train: 81.25%, Test: 72.65%
Epoch: 50, Loss: 0.5220, Train: 81.46%, Test: 72.75%
========= Non Graph Based ==========
========== Non-Graph Based Methods ==========
Accuracy for QDA is 0.4745
Accuracy for GNB is 0.4745
