Epoch: 01, Loss: 0.6699, Train: 49.50%, Test: 48.45%
Epoch: 02, Loss: 0.7116, Train: 55.15%, Test: 54.10%
Epoch: 03, Loss: 0.6643, Train: 59.41%, Test: 57.35%
Epoch: 04, Loss: 0.6259, Train: 61.93%, Test: 60.55%
Epoch: 05, Loss: 0.6399, Train: 64.01%, Test: 60.60%
Epoch: 06, Loss: 0.6219, Train: 65.68%, Test: 62.10%
Epoch: 07, Loss: 0.6650, Train: 66.06%, Test: 63.45%
Epoch: 08, Loss: 0.6175, Train: 67.64%, Test: 63.80%
Epoch: 09, Loss: 0.6329, Train: 68.38%, Test: 65.15%
Epoch: 10, Loss: 0.6841, Train: 69.22%, Test: 65.20%
Epoch: 11, Loss: 0.6055, Train: 70.00%, Test: 65.10%
Epoch: 12, Loss: 0.5971, Train: 70.16%, Test: 65.90%
Epoch: 13, Loss: 0.5702, Train: 71.25%, Test: 66.15%
Epoch: 14, Loss: 0.5810, Train: 71.85%, Test: 66.00%
Epoch: 15, Loss: 0.6701, Train: 72.15%, Test: 66.55%
Epoch: 16, Loss: 0.7177, Train: 72.81%, Test: 66.80%
Epoch: 17, Loss: 0.6484, Train: 72.95%, Test: 67.00%
Epoch: 18, Loss: 0.4964, Train: 73.93%, Test: 67.40%
Epoch: 19, Loss: 0.5954, Train: 74.61%, Test: 66.35%
Epoch: 20, Loss: 0.6301, Train: 74.49%, Test: 67.65%
Epoch: 21, Loss: 0.5468, Train: 75.19%, Test: 67.70%
Epoch: 22, Loss: 0.6455, Train: 75.43%, Test: 68.05%
Epoch: 23, Loss: 0.6263, Train: 75.84%, Test: 68.40%
Epoch: 24, Loss: 0.5005, Train: 76.21%, Test: 69.05%
Epoch: 25, Loss: 0.5721, Train: 76.04%, Test: 67.10%
Epoch: 26, Loss: 0.6650, Train: 76.80%, Test: 67.60%
Epoch: 27, Loss: 0.5884, Train: 77.18%, Test: 68.55%
Epoch: 28, Loss: 0.5673, Train: 77.23%, Test: 68.15%
Epoch: 29, Loss: 0.6042, Train: 77.43%, Test: 67.15%
Epoch: 30, Loss: 0.4823, Train: 77.83%, Test: 68.10%
Epoch: 31, Loss: 0.5923, Train: 77.90%, Test: 68.50%
Epoch: 32, Loss: 0.5392, Train: 78.53%, Test: 68.65%
Epoch: 33, Loss: 0.5998, Train: 78.24%, Test: 68.80%
Epoch: 34, Loss: 0.4930, Train: 78.36%, Test: 69.70%
Epoch: 35, Loss: 0.5372, Train: 78.93%, Test: 68.70%
Epoch: 36, Loss: 0.4759, Train: 79.04%, Test: 69.45%
Epoch: 37, Loss: 0.5335, Train: 79.66%, Test: 69.05%
Epoch: 38, Loss: 0.5575, Train: 79.59%, Test: 68.35%
Epoch: 39, Loss: 0.4623, Train: 80.20%, Test: 69.40%
Epoch: 40, Loss: 0.5707, Train: 80.36%, Test: 69.60%
Epoch: 41, Loss: 0.5534, Train: 80.65%, Test: 69.25%
Epoch: 42, Loss: 0.5435, Train: 80.68%, Test: 68.85%
Epoch: 43, Loss: 0.4885, Train: 80.20%, Test: 69.70%
Epoch: 44, Loss: 0.5872, Train: 81.38%, Test: 69.55%
Epoch: 45, Loss: 0.5752, Train: 81.09%, Test: 70.20%
Epoch: 46, Loss: 0.4575, Train: 81.10%, Test: 69.90%
Epoch: 47, Loss: 0.6374, Train: 81.04%, Test: 69.50%
Epoch: 48, Loss: 0.5865, Train: 81.33%, Test: 69.50%
Epoch: 49, Loss: 0.5607, Train: 81.79%, Test: 70.20%
Epoch: 50, Loss: 0.5368, Train: 81.28%, Test: 70.80%
========= Non Graph Based ==========
========== Non-Graph Based Methods ==========
Accuracy for QDA is 0.509
Accuracy for GNB is 0.509
